chnm,Classification,casn,code,CmaxStand,NAS,testname,EC,testtarget,tgt_abbr
digoxin,NoDILI Drugs,20830-75-5,C20830755,0.0028,-1.612164643,ATG_NRF1_CIS_up_Row418,0.007314061,NRF1 transcription factor,NRF1
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-2.717301552,ATG_NRF2_ARE_CIS_dn_Row419,63.19412638,nrf2 transcription factor,NRF2
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-2.395464963,ATG_NRF2_ARE_CIS_up_Row48,6.223208184,nrf2 transcription factor,NRF2
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.521279133,ATG_NRF2_ARE_CIS_up_Row48,1.574465058,nrf2 transcription factor,NRF2
tolazamide,LessDILIDrugs,1156-19-0,C1156190,90,0.989639825,ATG_NRF2_ARE_CIS_up_Row48,0.932415712,nrf2 transcription factor,NRF2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.987030276,ATG_NRF2_ARE_CIS_up_Row48,20.90921193,nrf2 transcription factor,NRF2
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-1.458621803,ATG_NRF2_ARE_CIS_up_Row48,60.96300277,nrf2 transcription factor,NRF2
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-1.847255825,ATG_NRF2_ARE_CIS_up_Row48,76.70165521,nrf2 transcription factor,NRF2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-1.932886388,ATG_NRF2_ARE_CIS_up_Row48,21.26459947,nrf2 transcription factor,NRF2
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.083758753,ATG_NRF2_ARE_CIS_up_Row48,29.30615952,nrf2 transcription factor,NRF2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.513772544,ATG_NRF2_ARE_CIS_up_Row48,9.668011105,nrf2 transcription factor,NRF2
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-1.632878603,ATG_p53_CIS_dn_Row467,11.94168419,p53,TP53
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.398667791,ATG_Pax6_CIS_up_Row432,9.79067454,pax6 paired box protein,PAX6
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,-2.506116785,ATG_Pax6_CIS_up_Row432,112.1438466,pax6 paired box protein,PAX6
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.987853608,ATG_Pax6_CIS_up_Row432,0.510148472,pax6 paired box protein,PAX6
lansoprazole,LessDILIDrugs,103577-45-3,C103577453,1.9222,-2.950724528,ATG_PBREM_CIS_up_Row319,7.594082687,phenobarbital-responsive enhancer module,NR1I3
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.700523041,ATG_PBREM_CIS_up_Row319,9.57883043,phenobarbital-responsive enhancer module,NR1I3
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-3.356086361,ATG_POU domain protein_MLP_CIS_up_Row422,17.86692382,POU domain protein,POU2F1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-0.616127141,ATG_POU domain protein_MLP_CIS_up_Row422,11.31288999,POU domain protein,POU2F1
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-2.727174456,ATG_POU domain protein_MLP_CIS_up_Row422,92.41752694,POU domain protein,POU2F1
clofibrate,LessDILIDrugs,637-07-0,C637070,407.911,0.889606129,ATG_PPARa_TRANS_up_Row318,45.03087419,PPARa,PPARA
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-0.302290854,ATG_PPARa_TRANS_up_Row318,5.341476166,PPARa,PPARA
ibuprofen,LessDILIDrugs,15687-27-1,C15687271,250,0.868631966,ATG_PPARa_TRANS_up_Row318,32.84200848,PPARa,PPARA
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.899692625,ATG_PPARa_TRANS_up_Row318,36.17839254,PPARa,PPARA
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,0.543360596,ATG_PPARa_TRANS_up_Row318,12.30131757,PPARa,PPARA
ibuprofen,LessDILIDrugs,15687-27-1,C15687271,250,0.501942938,ATG_PPARd_TRANS_up_Row426,124.5142655,PPARd,PPARD
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-1.263109752,ATG_PPARd_TRANS_up_Row426,60.965461,PPARd,PPARD
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-3.903508792,ATG_PPARg_TRANS_up_Row7,20.11223166,PPARg,PPARG
ibuprofen,LessDILIDrugs,15687-27-1,C15687271,250,0.841156637,ATG_PPARg_TRANS_up_Row7,39.71084086,PPARg,PPARG
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.82212511,ATG_PPARg_TRANS_up_Row7,64.15507944,PPARg,PPARG
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-0.154260412,ATG_PPARg_TRANS_up_Row7,6.452200277,PPARg,PPARG
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-0.689621806,ATG_PPARg_TRANS_up_Row7,41.89518645,PPARg,PPARG
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,0.534878098,ATG_PPARg_TRANS_up_Row7,12.52982589,PPARg,PPARG
sulfasalazine,MostDILI Drugs,599-79-1,C599791,15.0603,-3.14115727,ATG_PPARg_TRANS_up_Row7,62.36707083,PPARg,PPARG
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.31762943,ATG_PPARg_TRANS_up_Row7,21.82575915,PPARg,PPARG
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.784391952,ATG_PPARg_TRANS_up_Row7,16.01812557,PPARg,PPARG
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.975776075,ATG_PPARg_TRANS_up_Row7,0.154710939,PPARg,PPARG
zileuton,MostDILI Drugs,111406-87-2,C111406872,13.1192,-1.411394098,ATG_PPARg_TRANS_up_Row7,31.63556145,PPARg,PPARG
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.786812405,ATG_PPRE_CIS_up_Row5,15.53198976,PPAR,ppar
hydrochlorothiazide,LessDILIDrugs,58-93-5,C58935,1.6457,-1.018411576,ATG_PPRE_CIS_up_Row5,3.32169993,PPAR,ppar
ibuprofen,LessDILIDrugs,15687-27-1,C15687271,250,0.840823423,ATG_PPRE_CIS_up_Row5,39.79414436,PPAR,ppar
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.910319442,ATG_PPRE_CIS_up_Row5,32.34556221,PPAR,ppar
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-0.738125912,ATG_PPRE_CIS_up_Row5,9.715950036,PPAR,ppar
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-2.359507835,ATG_PPRE_CIS_up_Row5,83.30101248,PPAR,ppar
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,0.457514481,ATG_PPRE_CIS_up_Row5,14.61390889,PPAR,ppar
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.69409412,ATG_PPRE_CIS_up_Row5,22.72660433,PPAR,ppar
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.986922501,ATG_PPRE_CIS_up_Row5,0.083522066,PPAR,ppar
zileuton,MostDILI Drugs,111406-87-2,C111406872,13.1192,-0.163365185,ATG_PPRE_CIS_up_Row5,15.26242054,PPAR,ppar
praziquantel,AmbiDILIDrugs,55268-74-1,C55268741,2.0486,-1.778568609,ATG_PXR_TRANS_up_Row18,5.692175652,pregnane x receptor,NR1I2
probenecid,AmbiDILIDrugs,57-66-9,C57669,56.1042,0.707976524,ATG_PXR_TRANS_up_Row18,16.38374348,pregnane x receptor,NR1I2
clotrimazole,LessDILIDrugs,23593-75-1,C23593751,0.087,-1.28791746,ATG_PXR_TRANS_up_Row18,0.199048819,pregnane x receptor,NR1I2
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.454273835,ATG_PXR_TRANS_up_Row18,10.06644956,pregnane x receptor,NR1I2
lansoprazole,LessDILIDrugs,103577-45-3,C103577453,1.9222,-3.173224629,ATG_PXR_TRANS_up_Row18,8.021772381,pregnane x receptor,NR1I2
meloxicam,LessDILIDrugs,71125-38-7,C71125387,3.1616,-2.502622289,ATG_PXR_TRANS_up_Row18,11.07389063,pregnane x receptor,NR1I2
propofol,LessDILIDrugs,2078-54-8,C2078548,15.8184,0.788228308,ATG_PXR_TRANS_up_Row18,3.349889333,pregnane x receptor,NR1I2
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.949366489,ATG_PXR_TRANS_up_Row18,18.26225678,pregnane x receptor,NR1I2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.95306113,ATG_PXR_TRANS_up_Row18,14.16047442,pregnane x receptor,NR1I2
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.717108448,ATG_PXR_TRANS_up_Row18,9.048342882,pregnane x receptor,NR1I2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.561565038,ATG_PXR_TRANS_up_Row18,2.800152574,pregnane x receptor,NR1I2
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,0.944785276,ATG_PXRE_CIS_dn_Row429,9.00E-04,pregnane x receptor,NR1I2
etoposide,LessDILIDrugs,33419-42-0,C33419420,17,-0.832522895,ATG_PXRE_CIS_dn_Row429,31.15288921,pregnane x receptor,NR1I2
praziquantel,AmbiDILIDrugs,55268-74-1,C55268741,2.0486,-2.212935062,ATG_PXRE_CIS_up_Row16,6.582018768,pregnane x receptor,NR1I2
probenecid,AmbiDILIDrugs,57-66-9,C57669,56.1042,0.507580506,ATG_PXRE_CIS_up_Row16,27.62680175,pregnane x receptor,NR1I2
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-0.22510267,ATG_PXRE_CIS_up_Row16,2.245368174,pregnane x receptor,NR1I2
chlorpropamide,LessDILIDrugs,94-20-2,C94202,130.0846,0.041575217,ATG_PXRE_CIS_up_Row16,124.6763045,pregnane x receptor,NR1I2
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.303747784,ATG_PXRE_CIS_up_Row16,13.55065191,pregnane x receptor,NR1I2
hydrochlorothiazide,LessDILIDrugs,58-93-5,C58935,1.6457,-1.668997853,ATG_PXRE_CIS_up_Row16,4.392369766,pregnane x receptor,NR1I2
ifosfamide,LessDILIDrugs,3778-73-2,C3778732,203,0.709909037,ATG_PXRE_CIS_up_Row16,58.88846543,pregnane x receptor,NR1I2
lansoprazole,LessDILIDrugs,103577-45-3,C103577453,1.9222,-1.715898038,ATG_PXRE_CIS_up_Row16,5.220499208,pregnane x receptor,NR1I2
propofol,LessDILIDrugs,2078-54-8,C2078548,15.8184,0.709593635,ATG_PXRE_CIS_up_Row16,4.593764042,pregnane x receptor,NR1I2
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.235998709,ATG_PXRE_CIS_up_Row16,21.2523767,pregnane x receptor,NR1I2
topiramate,LessDILIDrugs,97240-79-4,C97240794,20,-2.118916091,ATG_PXRE_CIS_up_Row16,62.37832181,pregnane x receptor,NR1I2
bicalutamide,MostDILI Drugs,90357-06-5,C90357065,1.9704,-1.206897861,ATG_PXRE_CIS_up_Row16,4.348471545,pregnane x receptor,NR1I2
carbamazepine,MostDILI Drugs,298-46-4,C298464,25.8176,-0.147650037,ATG_PXRE_CIS_up_Row16,29.6295696,pregnane x receptor,NR1I2
gemfibrozil,MostDILI Drugs,25812-30-0,C25812300,360.6753,0.943812599,ATG_PXRE_CIS_up_Row16,20.26540758,pregnane x receptor,NR1I2
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,0.112390709,ATG_PXRE_CIS_up_Row16,4.0258407,pregnane x receptor,NR1I2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.470751101,ATG_PXRE_CIS_up_Row16,3.704742296,pregnane x receptor,NR1I2
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,0.28326667,ATG_PXRE_CIS_up_Row16,19.30793582,pregnane x receptor,NR1I2
nilutamide,MostDILI Drugs,63612-50-0,C63612500,7.2504,-0.234640878,ATG_PXRE_CIS_up_Row16,8.951640222,pregnane x receptor,NR1I2
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.825077132,ATG_PXRE_CIS_up_Row16,5.594942926,pregnane x receptor,NR1I2
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.646629477,ATG_PXRE_CIS_up_Row16,26.25288561,pregnane x receptor,NR1I2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.720459024,ATG_PXRE_CIS_up_Row16,1.785344354,pregnane x receptor,NR1I2
chloramphenicol,NoDILI Drugs,56-75-7,C56757,34.6609,-0.213993062,ATG_PXRE_CIS_up_Row16,42.07809213,pregnane x receptor,NR1I2
isoniazid,MostDILI Drugs,54-85-3,C54853,76.5635,0.999980346,ATG_RARb_TRANS_up_Row436,0.00150479,retinoic acid receptor,RARB
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.489510014,ATG_RORE_CIS_up_Row43,3.573429899,androgen receptor related orphan receptor A,RORA
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-1.543734888,ATG_RORE_CIS_up_Row43,63.07343278,androgen receptor related orphan receptor A,RORA
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.414246853,ATG_RORE_CIS_up_Row43,9.032370379,androgen receptor related orphan receptor A,RORA
tetracycline,LessDILIDrugs,60-54-8,C60548,27.8172,0.692815844,ATG_RXRa_TRANS_dn_Row444,8.545003098,retinoid x receptor,RXRA
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.999965106,ATG_RXRa_TRANS_dn_Row444,0.001465549,retinoid x receptor,RXRA
carbamazepine,MostDILI Drugs,298-46-4,C298464,25.8176,-1.661216706,ATG_RXRb_TRANS_dn_Row446,68.70622844,retinoid x receptor,RXRB
aspirin,LessDILIDrugs,50-78-2,C50782,5.5229,-0.545466136,ATG_RXRb_TRANS_up_Row311,8.53545492,retinoid x receptor,RXRB
propofol,LessDILIDrugs,2078-54-8,C2078548,15.8184,-2.945437939,ATG_RXRb_TRANS_up_Row311,62.41051549,retinoid x receptor,RXRB
caffeine,NoDILI Drugs,58-08-2,C58082,42,-0.361000149,ATG_RXRb_TRANS_up_Row311,57.16200624,retinoid x receptor,RXRB
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.864941337,ATG_Sox_CIS_up_Row451,0.444194437,sox transcription factor,SOX1
acetaminophen,MostDILI Drugs,103-90-2,C103902,132.3066,0.354874886,ATG_Sox_CIS_up_Row451,85.35431046,sox transcription factor,SOX1
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.997855066,ATG_Sox_CIS_up_Row451,0.090087245,sox transcription factor,SOX1
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.863807418,ATG_Sp1_CIS_dn_Row452,5.720088454,sp1 transcription factor,SP1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.864163884,ATG_Sp1_CIS_up_Row453,27.04914719,sp1 transcription factor,SP1
fluvastatin,LessDILIDrugs,93957-54-1,C93957541,0.6635,0.694944665,ATG_SREBP_CIS_up_Row17,0.202404215,SREBP,SREBF1
simvastatin,LessDILIDrugs,79902-63-9,C79902639,0.0824,0.625432949,ATG_SREBP_CIS_up_Row17,0.030864325,SREBP,SREBF1
indomethacin,MostDILI Drugs,53-86-1,C53861,5.5899,-2.153167772,ATG_SREBP_CIS_up_Row17,17.62589253,SREBP,SREBF1
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.326038278,ATG_SREBP_CIS_up_Row17,4.717732054,SREBP,SREBF1
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,0.678837781,ATG_SREBP_CIS_up_Row17,2.051166744,SREBP,SREBF1
theophylline,NoDILI Drugs,58-55-9,C58559,85,0.981031609,ATG_SREBP_CIS_up_Row17,1.61231327,SREBP,SREBF1
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.864443855,ATG_STAT3_CIS_dn_Row448,5.693358088,stat3,STAT3
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.140699031,ATG_TA_CIS_up_Row457,6.015106785,background control,intmrkr
propofol,LessDILIDrugs,2078-54-8,C2078548,15.8184,0.988531777,ATG_TAL_CIS_dn_Row454,0.181408945,internal marker,intmrkr
albendazole,MostDILI Drugs,54965-21-8,C54965218,0.9045,-2.449866144,ATG_TCF_b_cat_CIS_dn_Row85,3.120403927,HMG box protein,hmgbox
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-3.101236957,ATG_TCF_b_cat_CIS_dn_Row85,18.60157034,HMG box protein ,hmgbox
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.310804402,ATG_TCF_b_cat_CIS_dn_Row85,4.824369187,HMG box protein ,hmgbox
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-0.007639745,ATG_TCF_b_cat_CIS_dn_Row85,27.14460557,HMG box protein ,hmgbox
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-3.23876175,ATG_TCF_b_cat_CIS_dn_Row85,25.4325705,HMG box protein ,hmgbox
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.562092461,ATG_TCF_b_cat_CIS_dn_Row85,16.36331592,HMG box protein ,hmgbox
theophylline,NoDILI Drugs,58-55-9,C58559,85,-0.347130259,ATG_TCF_b_cat_CIS_dn_Row85,114.506072,HMG box protein ,hmgbox
fluconazole,MostDILI Drugs,86386-73-4,C86386734,8.8156,0.99961198,ATG_THRa1_TRANS_up_Row461,0.00342063,thryoid hormone receptor,THRA
levothyroxine,LessDILIDrugs,51-48-9,C51489,0.13,0.953842,ATG_THRa1_TRANS_up_Row461,0.00600054,thyroid hormone receptor,THRA
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,0.129552353,ATG_VDRE_CIS_up_Row37,6.093133529,vitamin D receptor,VDR
leflunomide,MostDILI Drugs,75706-12-6,C75706126,24.7956,-3.282675148,ATG_VDRE_CIS_up_Row37,106.1914999,vitamin D receptor,VDR
mefenamic acid,MostDILI Drugs,61-68-7,C61687,26.9388,-1.069012691,ATG_VDRE_CIS_up_Row37,55.73671908,vitamin D receptor,VDR
sulindac,MostDILI Drugs,38194-50-2,C38194502,31.9852,0.698190068,ATG_VDRE_CIS_up_Row37,9.653451027,vitamin D receptor,VDR
tolcapone,MostDILI Drugs,134308-13-7,C134308137,74.2928,0.128452845,ATG_VDRE_CIS_up_Row37,64.74967845,vitamin D receptor,VDR
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.29735221,ATG_VDRE_CIS_up_Row37,8.285799358,vitamin D receptor,VDR
celecoxib,LessDILIDrugs,169590-42-5,C169590425,1.8328,-2.264067915,ATG_VDRE_CIS_up_Row37,5.982383675,vitamin D receptor,VDR
hydrochlorothiazide,LessDILIDrugs,58-93-5,C58935,1.6457,-1.39723015,ATG_VDRE_CIS_up_Row37,3.945121658,vitamin D receptor,VDR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.21635293,ATG_Xbp1_CIS_up_Row466,15.51447051,basic leucine zipper,XBP1
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,0.903671237,ATG_XTT_Cytotoxicity_up_Row1093,0.395102053,cytotoxicity,xtt
pyrimethamine,LessDILIDrugs,58-14-0,C58140,3.2889,0.997567576,ATG_XTT_Cytotoxicity_up_Row1093,0.008,cytotoxicity,xtt
acetaminophen,MostDILI Drugs,103-90-2,C103902,132.3066,0.999939534,ATG_XTT_Cytotoxicity_up_Row1093,0.008,cytotoxicity,xtt
caffeine,NoDILI Drugs,58-08-2,C58082,42,0.999803284,ATG_XTT_Cytotoxicity_up_Row1093,0.00826208,cytotoxicity,xtt
folic acid,NoDILI Drugs,59-30-3,C59303,0.075,-1.142086653,ATG_XTT_Cytotoxicity_up_Row1093,0.160656499,cytotoxicity,xtt
theophylline,NoDILI Drugs,58-55-9,C58559,85,0.999905882,ATG_XTT_Cytotoxicity_up_Row1093,0.008,cytotoxicity,xtt
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.221381761,BSK_3C_Eselectin_down_Row159,7.328290563,E-selectin,SELE
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.649747135,BSK_3C_HLADR_down_Row104,10.86820285,HLA-DR,HLA-DR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.72794179,BSK_3C_HLADR_down_Row104,9.330885666,HLA-DR,HLA-DR
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-1.693594731,BSK_3C_HLADR_down_Row104,12.21706826,HLA-DR,HLA-DR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.085011306,BSK_3C_HLADR_down_Row104,14.59507914,HLA-DR,HLA-DR
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.730987163,BSK_3C_HLADR_down_Row104,10.38592298,HLA-DR,HLA-DR
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.528594197,BSK_3C_HLADR_down_Row104,22.53607256,HLA-DR,HLA-DR
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.631316462,BSK_3C_IL8_down_Row66,10.7926076,IL8,IL8
ibuprofen,LessDILIDrugs,15687-27-1,C15687271,250,0.999991921,BSK_3C_IL8_down_Row66,0.002019705,IL8,IL8
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.657597727,BSK_3C_IL8_down_Row66,25.60318409,IL8,IL8
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.070752019,BSK_3C_IL8_down_Row66,13.22527192,IL8,IL8
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.101431532,BSK_3C_MCP1_down_Row106,12.72083157,chemotactic factor,CCL2
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.782852309,BSK_3C_MCP1_down_Row106,25.82740247,chemotactic factor,CCl2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.60992232,BSK_3C_MCP1_down_Row106,25.26945624,chemotactic factor,CCL2
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.704014536,BSK_3C_MCP1_down_Row106,23.65642964,chemotactic factor,CCL2
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.704263311,BSK_3C_MIG_down_Row90,18.92984318,chemokine ligand 9,CXCL9
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.887488819,BSK_3C_MIG_down_Row90,18.44152484,chemokine ligand 9,CXCL9
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,0.168614479,BSK_3C_Proliferation_down_Row100,0.013551584,proliferation,prlfrn
cladribine,AmbiDILIDrugs,4291-63-8,C4291638,0.0227,0.24949163,BSK_3C_Proliferation_down_Row100,0.01703654,proliferation,prlfrn
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.777883828,BSK_3C_Proliferation_down_Row100,11.39376831,proliferation,prlfrn
chlorambucil,LessDILIDrugs,305-03-3,C305033,1.5614,-2.206695589,BSK_3C_Proliferation_down_Row100,5.006934492,proliferation,prlfrn
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-1.819735698,BSK_3C_Proliferation_down_Row100,12.78919323,proliferation,prlfrn
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.086790413,BSK_3C_Proliferation_down_Row100,14.60753289,proliferation,prlfrn
nitrofurantoin,MostDILI Drugs,67-20-9,C67209,6,-0.717983933,BSK_3C_Proliferation_down_Row100,10.3079036,proliferation,prlfrn
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.346648499,BSK_3C_Proliferation_down_Row100,21.37403997,proliferation,prlfrn
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-0.451561264,BSK_3C_Proliferation_down_Row100,7.838430828,proliferation,prlfrn
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,-0.038450798,BSK_3C_SRB_down_Row82,0.016926748,cytotoxicity,srb
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.795023171,BSK_3C_SRB_down_Row82,11.46406704,cytotoxicity,srb
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.671024319,BSK_3C_SRB_down_Row82,25.22353132,cytotoxicity,srb
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-3.742831008,BSK_3C_SRB_down_Row82,21.51158432,cytotoxicity,srb
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.413010921,BSK_3C_SRB_down_Row82,23.89107645,cytotoxicity,srb
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-1.512783152,BSK_3C_SRB_down_Row82,16.04839216,cytotoxicity,srb
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-1.320655409,BSK_3C_Thrombomodulin_up_Row296,12.53153921,thrombomodulin,THBD
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-1.739363746,BSK_3C_TissueFactor_down_Row150,11.23577434,tissue factor,F3
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.027061685,BSK_3C_TissueFactor_down_Row150,21.7461331,tissue factor,F3
griseofulvin,MostDILI Drugs,126-07-8,C126078,4.5356,-1.575891822,BSK_3C_TissueFactor_down_Row150,11.68321495,tissue factor,F3
oxytetracycline,AmbiDILIDrugs,79-57-2,C79572,3.2578,-2.644241427,BSK_3C_TissueFactor_up_Row300,11.87220972,tissue factor,F3
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,-1.751666442,BSK_3C_uPAR_down_Row91,0.044852163,urokinase receptor,PLAUR
fenofibrate,LessDILIDrugs,49562-28-9,C49562289,4.1016,-2.118472862,BSK_3C_uPAR_down_Row91,12.79072829,urokinase receptor,PLAUR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-1.606264937,BSK_3C_uPAR_down_Row91,14.07383066,urokinase receptor,PLAUR
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-2.343869643,BSK_3C_uPAR_down_Row91,23.4070875,urokinase receptor,PLAUR
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-2.003630319,BSK_3C_uPAR_down_Row91,19.18328576,urokinase receptor,PLAUR
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-3.180664293,BSK_3C_VCAM1_down_Row128,22.57558718,VCAM1,VCAM1
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-3.402958019,BSK_3C_VCAM1_down_Row128,28.12037198,VCAM1,VCAM1
colchicine,AmbiDILIDrugs,64-86-8,C64868,0.0163,0.349142331,BSK_3C_Vis_down_Row62,0.01060898,colchicine visual,cytotoxicity
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-3.65757793,BSK_3C_Vis_down_Row62,32.60304551,colchicine visual,cytotoxicity
troglitazone,MostDILI Drugs,97322-87-7,C97322877,6.3867,-0.864019741,BSK_3C_Vis_down_Row62,11.90493488,colchicine visual,cytotoxicity
disulfiram,MostDILI Drugs,97-77-8,C97778,5.4,-1.886624222,BSK_4H_Eotaxin3_down_Row76,15.5877708,chemokine ligand 26,CXCL26
ketoconazole,MostDILI Drugs,65277-42-1,C65277421,7,-1.475247281,BSK_4H_Eotaxin3_down_Row76,17.32673097,eotaxin 3,CCL26
